parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,effect_scope,variable,variant_id,variant_label,model_id,scheme_id,scheme_source,fe_label
beta_interaction[R1xday × 抗菌药物使用强度],0.039,0.028,-0.017,0.092,0.0,0.0,4569.0,2959.0,1.0,interaction,R1xday × 抗菌药物使用强度,year_only_amplification,Year-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[GDP],0.162,0.033,0.097,0.223,0.0,0.001,4411.0,3082.0,1.0,main,GDP,year_only_amplification,Year-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[PM2.5],0.009,0.034,-0.059,0.073,0.001,0.001,3726.0,2904.0,1.0,main,PM2.5,year_only_amplification,Year-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[R1xday],0.105,0.034,0.041,0.171,0.001,0.001,3499.0,2807.0,1.0,main,R1xday,year_only_amplification,Year-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[TA（°C）],0.07,0.039,-0.003,0.146,0.001,0.001,4378.0,3014.0,1.0,main,TA（°C）,year_only_amplification,Year-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[主要城市日照时数],-0.056,0.034,-0.124,0.01,0.001,0.001,3679.0,3002.0,1.0,main,主要城市日照时数,year_only_amplification,Year-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[人均日生活用水量(升)],-0.141,0.033,-0.202,-0.075,0.001,0.001,4135.0,3032.0,1.0,main,人均日生活用水量(升),year_only_amplification,Year-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.111,0.029,0.052,0.163,0.0,0.001,4412.0,2807.0,1.0,main,抗菌药物使用强度,year_only_amplification,Year-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[文盲比例],-0.094,0.033,-0.156,-0.028,0.001,0.0,4180.0,3057.0,1.0,main,文盲比例,year_only_amplification,Year-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.052,0.032,-0.014,0.11,0.0,0.0,4178.0,3308.0,1.0,main,"牲畜饲养
-猪年底头数",year_only_amplification,Year-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
alpha,0.009,0.124,-0.225,0.268,0.005,0.003,703.0,968.0,1.0,global,,province_only_additive,Province-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
sigma_province,0.659,0.097,0.484,0.843,0.003,0.002,832.0,1618.0,1.01,global,,province_only_additive,Province-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
sigma_residual,0.253,0.012,0.231,0.276,0.0,0.0,3023.0,2462.0,1.0,global,,province_only_additive,Province-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[GDP],-0.224,0.063,-0.345,-0.1,0.001,0.001,1843.0,2308.0,1.0,main,GDP,province_only_additive,Province-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.139,0.028,0.081,0.192,0.001,0.0,2792.0,2506.0,1.0,main,PM2.5,province_only_additive,Province-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[R1xday],0.002,0.025,-0.044,0.051,0.0,0.0,4035.0,2525.0,1.0,main,R1xday,province_only_additive,Province-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[TA（°C）],-0.03,0.02,-0.067,0.011,0.0,0.0,3964.0,2844.0,1.0,main,TA（°C）,province_only_additive,Province-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[主要城市降水量],-0.019,0.042,-0.097,0.065,0.001,0.001,2524.0,2382.0,1.0,main,主要城市降水量,province_only_additive,Province-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],-0.066,0.026,-0.118,-0.017,0.0,0.0,3756.0,2810.0,1.0,main,城市用水普及率,province_only_additive,Province-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.017,0.021,-0.026,0.06,0.0,0.0,3021.0,2758.0,1.0,main,抗菌药物使用强度,province_only_additive,Province-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.142,0.07,0.006,0.278,0.002,0.001,1758.0,2069.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_additive,Province-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[食品消费量],0.03,0.032,-0.033,0.09,0.001,0.0,2965.0,2420.0,1.0,main,食品消费量,province_only_additive,Province-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
alpha,0.013,0.126,-0.236,0.254,0.004,0.003,784.0,1407.0,1.0,global,,province_only_amplification,Province-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
sigma_province,0.666,0.103,0.476,0.872,0.004,0.003,784.0,1254.0,1.0,global,,province_only_amplification,Province-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
sigma_residual,0.251,0.011,0.231,0.272,0.0,0.0,2849.0,2639.0,1.0,global,,province_only_amplification,Province-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.038,0.019,-0.0,0.076,0.0,0.0,3485.0,2872.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_only_amplification,Province-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[GDP],-0.214,0.062,-0.338,-0.096,0.001,0.001,1964.0,2301.0,1.0,main,GDP,province_only_amplification,Province-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.137,0.028,0.084,0.192,0.001,0.0,2982.0,2829.0,1.0,main,PM2.5,province_only_amplification,Province-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.017,0.027,-0.07,0.034,0.0,0.0,3531.0,2986.0,1.0,main,R1xday,province_only_amplification,Province-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[TA（°C）],-0.026,0.02,-0.065,0.011,0.0,0.0,3422.0,2658.0,1.0,main,TA（°C）,province_only_amplification,Province-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[主要城市降水量],-0.013,0.043,-0.099,0.067,0.001,0.001,2699.0,2340.0,1.0,main,主要城市降水量,province_only_amplification,Province-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],-0.073,0.026,-0.128,-0.025,0.0,0.0,3199.0,2500.0,1.0,main,城市用水普及率,province_only_amplification,Province-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.023,0.021,-0.019,0.065,0.0,0.0,3753.0,2779.0,1.0,main,抗菌药物使用强度,province_only_amplification,Province-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.137,0.07,-0.001,0.273,0.001,0.001,2228.0,2293.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_amplification,Province-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[食品消费量],0.031,0.03,-0.029,0.089,0.001,0.0,3518.0,3174.0,1.0,main,食品消费量,province_only_amplification,Province-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
alpha,0.01,0.091,-0.174,0.185,0.002,0.002,1633.0,1876.0,1.0,global,,province_year_additive,Province + year additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
sigma_province,0.496,0.074,0.358,0.638,0.002,0.001,1322.0,2189.0,1.0,global,,province_year_additive,Province + year additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
sigma_residual,0.188,0.008,0.172,0.205,0.0,0.0,4004.0,2944.0,1.0,global,,province_year_additive,Province + year additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[GDP],0.034,0.049,-0.062,0.129,0.001,0.001,3173.0,3096.0,1.0,main,GDP,province_year_additive,Province + year additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.003,0.023,-0.042,0.048,0.0,0.0,4900.0,3260.0,1.0,main,PM2.5,province_year_additive,Province + year additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[R1xday],0.005,0.02,-0.031,0.045,0.0,0.0,5074.0,2896.0,1.0,main,R1xday,province_year_additive,Province + year additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.017,0.02,-0.021,0.054,0.0,0.0,5920.0,2944.0,1.0,main,TA（°C）,province_year_additive,Province + year additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[主要城市降水量],-0.012,0.033,-0.076,0.053,0.0,0.001,4897.0,3138.0,1.0,main,主要城市降水量,province_year_additive,Province + year additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],0.009,0.021,-0.032,0.049,0.0,0.0,5326.0,2638.0,1.0,main,城市用水普及率,province_year_additive,Province + year additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.009,0.016,-0.02,0.043,0.0,0.0,4862.0,3010.0,1.0,main,抗菌药物使用强度,province_year_additive,Province + year additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.03,0.061,-0.095,0.147,0.001,0.001,2650.0,2985.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_additive,Province + year additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[食品消费量],-0.029,0.026,-0.078,0.022,0.0,0.0,4844.0,3214.0,1.0,main,食品消费量,province_year_additive,Province + year additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
alpha,0.007,0.091,-0.165,0.197,0.003,0.002,1168.0,1567.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
sigma_province,0.503,0.073,0.37,0.646,0.002,0.002,1085.0,1688.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
sigma_residual,0.188,0.008,0.171,0.204,0.0,0.0,4039.0,3281.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.017,0.015,-0.01,0.045,0.0,0.0,6087.0,3588.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[GDP],0.033,0.049,-0.061,0.131,0.001,0.001,2648.0,2758.0,1.0,main,GDP,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.003,0.023,-0.041,0.046,0.0,0.0,4876.0,3522.0,1.0,main,PM2.5,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.003,0.021,-0.043,0.037,0.0,0.0,6230.0,3204.0,1.0,main,R1xday,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.019,0.02,-0.019,0.06,0.0,0.0,6928.0,2832.0,1.0,main,TA（°C）,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[主要城市降水量],-0.01,0.032,-0.074,0.052,0.001,0.001,4036.0,2743.0,1.0,main,主要城市降水量,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],0.004,0.022,-0.038,0.046,0.0,0.0,5612.0,3127.0,1.0,main,城市用水普及率,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.013,0.017,-0.019,0.046,0.0,0.0,4999.0,2663.0,1.0,main,抗菌药物使用强度,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.023,0.062,-0.1,0.142,0.001,0.001,2407.0,2475.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[食品消费量],-0.029,0.025,-0.077,0.022,0.0,0.0,4414.0,3225.0,1.0,main,食品消费量,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
alpha,0.01,0.025,-0.038,0.06,0.0,0.0,5174.0,2499.0,1.0,global,,year_only_additive,Year-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
sigma_residual,0.438,0.018,0.402,0.473,0.0,0.0,5222.0,2824.0,1.0,global,,year_only_additive,Year-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[GDP],0.163,0.035,0.096,0.232,0.001,0.001,4110.0,2988.0,1.0,main,GDP,year_only_additive,Year-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.053,0.035,-0.01,0.124,0.001,0.001,3794.0,2683.0,1.0,main,PM2.5,year_only_additive,Year-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[R1xday],0.174,0.036,0.103,0.244,0.001,0.001,3538.0,3156.0,1.0,main,R1xday,year_only_additive,Year-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.083,0.038,0.011,0.156,0.001,0.001,4980.0,3330.0,1.0,main,TA（°C）,year_only_additive,Year-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[主要城市降水量],-0.144,0.033,-0.205,-0.074,0.001,0.0,3929.0,3156.0,1.0,main,主要城市降水量,year_only_additive,Year-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],0.015,0.033,-0.047,0.081,0.001,0.0,4234.0,3083.0,1.0,main,城市用水普及率,year_only_additive,Year-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.115,0.029,0.059,0.173,0.0,0.001,5631.0,2854.0,1.0,main,抗菌药物使用强度,year_only_additive,Year-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.103,0.033,0.038,0.168,0.001,0.0,3999.0,3014.0,1.0,main,"牲畜饲养
-猪年底头数",year_only_additive,Year-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[食品消费量],-0.039,0.032,-0.097,0.029,0.0,0.0,4091.0,2982.0,1.0,main,食品消费量,year_only_additive,Year-only additive,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
alpha,0.01,0.025,-0.035,0.064,0.0,0.0,5746.0,3300.0,1.0,global,,year_only_amplification,Year-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
sigma_residual,0.439,0.019,0.399,0.474,0.0,0.0,4096.0,2672.0,1.0,global,,year_only_amplification,Year-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.005,0.029,-0.049,0.062,0.0,0.0,3895.0,2865.0,1.0,interaction,R1xday × 抗菌药物使用强度,year_only_amplification,Year-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[GDP],0.162,0.035,0.094,0.229,0.001,0.001,3730.0,3331.0,1.0,main,GDP,year_only_amplification,Year-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.054,0.034,-0.017,0.118,0.001,0.0,3835.0,2958.0,1.0,main,PM2.5,year_only_amplification,Year-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[R1xday],0.174,0.035,0.107,0.245,0.001,0.0,3852.0,3208.0,1.0,main,R1xday,year_only_amplification,Year-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.085,0.039,0.007,0.161,0.001,0.001,4143.0,3108.0,1.0,main,TA（°C）,year_only_amplification,Year-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[主要城市降水量],-0.143,0.033,-0.206,-0.073,0.001,0.0,4352.0,3268.0,1.0,main,主要城市降水量,year_only_amplification,Year-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],0.013,0.034,-0.054,0.078,0.001,0.001,4087.0,2707.0,1.0,main,城市用水普及率,year_only_amplification,Year-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.115,0.029,0.058,0.172,0.0,0.0,4730.0,2834.0,1.0,main,抗菌药物使用强度,year_only_amplification,Year-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.103,0.033,0.034,0.166,0.001,0.001,4050.0,3028.0,1.0,main,"牲畜饲养
-猪年底头数",year_only_amplification,Year-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[食品消费量],-0.038,0.032,-0.103,0.023,0.001,0.001,4168.0,3303.0,1.0,main,食品消费量,year_only_amplification,Year-only amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
alpha,0.008,0.115,-0.207,0.239,0.005,0.003,452.0,686.0,1.01,global,,province_only_additive,Province-only additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
sigma_province,0.606,0.084,0.452,0.772,0.003,0.002,840.0,1274.0,1.0,global,,province_only_additive,Province-only additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
sigma_residual,0.231,0.01,0.211,0.25,0.0,0.0,2706.0,2740.0,1.0,global,,province_only_additive,Province-only additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.085,0.026,0.037,0.142,0.001,0.0,2255.0,2537.0,1.0,main,PM2.5,province_only_additive,Province-only additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[R1xday],0.006,0.022,-0.037,0.049,0.0,0.0,2784.0,2614.0,1.0,main,R1xday,province_only_additive,Province-only additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.003,0.018,-0.032,0.039,0.0,0.0,2193.0,2355.0,1.0,main,TA（°C）,province_only_additive,Province-only additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[医疗水平],-0.209,0.032,-0.273,-0.147,0.001,0.001,2114.0,2165.0,1.0,main,医疗水平,province_only_additive,Province-only additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.012,0.02,-0.027,0.049,0.0,0.0,2554.0,2292.0,1.0,main,抗菌药物使用强度,province_only_additive,Province-only additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.149,0.063,0.031,0.276,0.002,0.001,1489.0,1956.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_additive,Province-only additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[生活垃圾无害化处理率],-0.056,0.019,-0.094,-0.021,0.0,0.0,2455.0,2863.0,1.0,main,生活垃圾无害化处理率,province_only_additive,Province-only additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[食品消费量],0.016,0.028,-0.04,0.07,0.001,0.0,2350.0,2390.0,1.0,main,食品消费量,province_only_additive,Province-only additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
alpha,0.014,0.112,-0.227,0.217,0.004,0.003,631.0,905.0,1.01,global,,province_only_amplification,Province-only amplification,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
sigma_province,0.608,0.084,0.455,0.778,0.003,0.002,807.0,1302.0,1.0,global,,province_only_amplification,Province-only amplification,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
sigma_residual,0.23,0.01,0.211,0.25,0.0,0.0,2806.0,2917.0,1.0,global,,province_only_amplification,Province-only amplification,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.034,0.017,0.001,0.07,0.0,0.0,2791.0,2714.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_only_amplification,Province-only amplification,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.085,0.025,0.039,0.139,0.0,0.0,2770.0,2708.0,1.0,main,PM2.5,province_only_amplification,Province-only amplification,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.01,0.024,-0.058,0.034,0.0,0.0,2599.0,2687.0,1.0,main,R1xday,province_only_amplification,Province-only amplification,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.005,0.018,-0.029,0.042,0.0,0.0,3247.0,2942.0,1.0,main,TA（°C）,province_only_amplification,Province-only amplification,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[医疗水平],-0.203,0.03,-0.262,-0.145,0.001,0.0,2617.0,2722.0,1.0,main,医疗水平,province_only_amplification,Province-only amplification,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.018,0.019,-0.021,0.055,0.0,0.0,3143.0,2476.0,1.0,main,抗菌药物使用强度,province_only_amplification,Province-only amplification,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.149,0.064,0.025,0.27,0.002,0.001,1228.0,1595.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_amplification,Province-only amplification,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[生活垃圾无害化处理率],-0.059,0.019,-0.095,-0.021,0.0,0.0,2797.0,2660.0,1.0,main,生活垃圾无害化处理率,province_only_amplification,Province-only amplification,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[食品消费量],0.019,0.028,-0.036,0.073,0.001,0.0,2503.0,2729.0,1.0,main,食品消费量,province_only_amplification,Province-only amplification,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
alpha,0.006,0.088,-0.179,0.171,0.003,0.002,1099.0,1463.0,1.0,global,,province_year_additive,Province + year additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
sigma_province,0.484,0.068,0.36,0.617,0.002,0.001,1268.0,1825.0,1.0,global,,province_year_additive,Province + year additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
sigma_residual,0.185,0.009,0.169,0.202,0.0,0.0,3512.0,2792.0,1.0,global,,province_year_additive,Province + year additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[PM2.5],-0.002,0.023,-0.046,0.044,0.0,0.0,4890.0,3074.0,1.0,main,PM2.5,province_year_additive,Province + year additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[R1xday],0.001,0.019,-0.037,0.039,0.0,0.0,5213.0,2533.0,1.0,main,R1xday,province_year_additive,Province + year additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.026,0.019,-0.011,0.061,0.0,0.0,5262.0,3341.0,1.0,main,TA（°C）,province_year_additive,Province + year additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.132,0.05,0.03,0.228,0.001,0.001,3871.0,3037.0,1.0,main,医疗水平,province_year_additive,Province + year additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.008,0.015,-0.023,0.037,0.0,0.0,5506.0,2837.0,1.0,main,抗菌药物使用强度,province_year_additive,Province + year additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.035,0.063,-0.084,0.162,0.001,0.001,2174.0,1897.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_additive,Province + year additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
beta_main[生活垃圾无害化处理率],-0.005,0.016,-0.035,0.027,0.0,0.0,5469.0,3145.0,1.0,main,生活垃圾无害化处理率,province_year_additive,Province + year additive,SYS_09776 | Province: No / Year: Yes,SYS_09776,systematic,Province: No / Year: Yes
