Province,Year,role_id,role_label,model_id,scheme_id,scheme_source,fe_label,scenario_id,scenario_label,scenario_family,scenario_description,statistic,baseline_pred,scenario_adjustment,scenario_pred,delta_vs_baseline,rx1day_baseline,rx1day_scenario,rx1day_delta,temperature_proxy_variable,temperature_baseline,temperature_scenario,temperature_delta,amc_baseline,amc_scenario,amc_delta,baseline_mode,baseline_mode_label
上海,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,28.629659469950855,-1.1468319400387967,27.482827529912058,-1.1468319400387976,115.39469490289476,115.39469490289476,0.0,TA（°C）,1.4174513632153836,1.4174513632153836,0.0,21.600071865568687,10.800035932784343,-10.800035932784343,lancet_ets,Lancet-like ETS baseline
广东,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,30.227363841687712,-0.9029455537492725,29.32441828793844,-0.902945553749273,-8.631537342966666,-8.631537342966666,0.0,TA（°C）,0.9705556516618655,0.9705556516618655,0.0,17.00657975310681,8.503289876553405,-8.503289876553405,lancet_ets,Lancet-like ETS baseline
广西,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,30.42963585157488,-0.38697063051750524,30.042665221057373,-0.38697063051750646,6.445867726925684,6.445867726925684,0.0,TA（°C）,2.2632810128410634,2.2632810128410634,0.0,7.288420506286016,3.644210253143008,-3.644210253143008,lancet_ets,Lancet-like ETS baseline
新疆,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,25.323679693872077,-3.053677998360513,22.270001695511564,-3.053677998360513,3.9681688680408773,3.9681688680408773,0.0,TA（°C）,2.941051456417414,2.941051456417414,0.0,57.514673175793874,28.757336587896937,-28.757336587896937,lancet_ets,Lancet-like ETS baseline
江苏,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,24.48060382742358,-1.315483637007868,23.16512019041571,-1.315483637007869,65.94019129570692,65.94019129570692,0.0,TA（°C）,1.6582233845184673,1.6582233845184673,0.0,24.77655191255693,12.388275956278465,-12.388275956278465,lancet_ets,Lancet-like ETS baseline
江西,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,29.672263369649695,-2.483126959497565,27.18913641015213,-2.4831269594975645,52.036710167827735,52.036710167827735,0.0,TA（°C）,1.6536361897195344,1.6536361897195344,0.0,46.768596952979884,23.384298476489942,-23.384298476489942,lancet_ets,Lancet-like ETS baseline
河北,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,28.61718234329627,-2.058113346052869,26.5590689972434,-2.0581133460528704,82.19397863597658,82.19397863597658,0.0,TA（°C）,1.6888385267034949,1.6888385267034949,0.0,38.76365370563721,19.381826852818605,-19.381826852818605,lancet_ets,Lancet-like ETS baseline
河南,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,20.759177746012945,-1.6717259260067434,19.0874518200062,-1.6717259260067436,130.78396645835275,130.78396645835275,0.0,TA（°C）,2.5944696915011694,2.5944696915011694,0.0,31.486217710380878,15.743108855190439,-15.743108855190439,lancet_ets,Lancet-like ETS baseline
浙江,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,20.42076457436648,-1.2348950453802472,19.18586952898623,-1.2348950453802487,-14.404012986043568,-14.404012986043568,0.0,TA（°C）,1.193654729869327,1.193654729869327,0.0,23.25870146740567,11.629350733702834,-11.629350733702834,lancet_ets,Lancet-like ETS baseline
海南,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,27.212778743264707,-0.7972280224758219,26.415550720788886,-0.7972280224758208,67.50588193236415,67.50588193236415,0.0,TA（°C）,0.7579403403345113,0.7579403403345113,0.0,15.015436854802296,7.507718427401148,-7.507718427401148,lancet_ets,Lancet-like ETS baseline
湖北,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,29.80911874474936,-0.9885823303567882,28.82053641439257,-0.9885823303567882,37.339883522154366,37.339883522154366,0.0,TA（°C）,2.8433712632862562,2.8433712632862562,0.0,18.61951052742359,9.309755263711795,-9.309755263711795,lancet_ets,Lancet-like ETS baseline
湖南,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,30.382399624793386,-2.335691520888069,28.046708103905317,-2.3356915208880693,32.73558223131605,32.73558223131605,0.0,TA（°C）,2.649485484520736,2.649485484520736,0.0,43.99171573933926,21.99585786966963,-21.99585786966963,lancet_ets,Lancet-like ETS baseline
甘肃,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,28.760179756855663,-1.0310669671204793,27.729112789735183,-1.0310669671204806,8.398881438664631,8.398881438664631,0.0,TA（°C）,1.6325132922129513,1.6325132922129513,0.0,19.419689852083195,9.709844926041598,-9.709844926041598,lancet_ets,Lancet-like ETS baseline
福建,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,21.884734623855326,-2.0090874570844055,19.87564716677092,-2.009087457084405,36.12441289967077,36.12441289967077,0.0,TA（°C）,1.0068762926840753,1.0068762926840753,0.0,37.84027279164176,18.92013639582088,-18.92013639582088,lancet_ets,Lancet-like ETS baseline
西藏,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,28.19774283428031,-2.412984777055094,25.784758057225215,-2.412984777055094,-0.5629474846893467,-0.5629474846893467,0.0,TA（°C）,0.373176860057352,0.373176860057352,0.0,45.447500000000055,22.723750000000027,-22.723750000000027,lancet_ets,Lancet-like ETS baseline
贵州,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,19.382641036551693,-2.860698890477307,16.521942146074387,-2.8606988904773054,34.739959623708856,34.739959623708856,0.0,TA（°C）,2.3676179455051933,2.3676179455051933,0.0,53.879997114461325,26.939998557230663,-26.939998557230663,lancet_ets,Lancet-like ETS baseline
辽宁,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,18.81700783666134,-0.4428734308308206,18.374134405830517,-0.4428734308308222,62.220191963655544,62.220191963655544,0.0,TA（°C）,1.5160741872309664,1.5160741872309664,0.0,8.34132500091781,4.170662500458905,-4.170662500458905,lancet_ets,Lancet-like ETS baseline
重庆,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,29.712679948108168,-2.0581634863943337,27.654516461713833,-2.058163486394335,43.86207973077786,43.86207973077786,0.0,TA（°C）,2.541489009826258,2.541489009826258,0.0,38.764598076770575,19.382299038385288,-19.382299038385288,lancet_ets,Lancet-like ETS baseline
陕西,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,31.853071955908835,-0.10083445827714561,31.75223749763169,-0.10083445827714499,31.38664933461126,31.38664933461126,0.0,TA（°C）,1.867632396481985,1.867632396481985,0.0,1.899172380251592,0.949586190125796,-0.949586190125796,lancet_ets,Lancet-like ETS baseline
青海,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,25.122361507963134,-2.2803137489390584,22.842047759024076,-2.280313748939058,5.951731028433,5.951731028433,0.0,TA（°C）,0.30453701292505897,0.30453701292505897,0.0,42.948699921508776,21.474349960754388,-21.474349960754388,lancet_ets,Lancet-like ETS baseline
黑龙江,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,28.704012042104328,-0.7597494856615653,27.944262556442762,-0.7597494856615654,26.89610696780329,26.89610696780329,0.0,TA（°C）,1.2997809773965963,1.2997809773965963,0.0,14.309545206391352,7.154772603195676,-7.154772603195676,lancet_ets,Lancet-like ETS baseline
上海,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,28.629659469950855,0.0,28.629659469950855,0.0,115.39469490289476,115.39469490289476,0.0,TA（°C）,1.4174513632153836,1.4174513632153836,0.0,21.600071865568687,21.600071865568687,0.0,lancet_ets,Lancet-like ETS baseline
云南,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,29.920048155908628,0.0,29.920048155908628,0.0,20.84046911840916,20.84046911840916,0.0,TA（°C）,1.6867311929954834,1.6867311929954834,0.0,26.550535242086106,26.550535242086106,0.0,lancet_ets,Lancet-like ETS baseline
内蒙古,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,29.979943203443046,0.0,29.979943203443046,0.0,12.931681364238123,12.931681364238123,0.0,TA（°C）,1.173994030107895,1.173994030107895,0.0,37.273487314670355,37.273487314670355,0.0,lancet_ets,Lancet-like ETS baseline
北京,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,35.76044341101053,0.0,35.76044341101053,0.0,85.51864526557621,85.51864526557621,0.0,TA（°C）,1.4284527955482056,1.4284527955482056,0.0,44.44022075017541,44.44022075017541,0.0,lancet_ets,Lancet-like ETS baseline
吉林,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,30.383208273313116,0.0,30.383208273313116,0.0,43.92574370177605,43.92574370177605,0.0,TA（°C）,2.0153814116037148,2.0153814116037148,0.0,47.71998904898479,47.71998904898479,0.0,lancet_ets,Lancet-like ETS baseline
四川,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,29.173766644685863,0.0,29.173766644685863,0.0,15.418393935188469,15.418393935188469,0.0,TA（°C）,1.7197284302866265,1.7197284302866265,0.0,8.560171142003576,8.560171142003576,0.0,lancet_ets,Lancet-like ETS baseline
天津,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,28.855126377909986,0.0,28.855126377909986,0.0,23.534591889264505,23.534591889264505,0.0,TA（°C）,1.5860886654694872,1.5860886654694872,0.0,29.664842313094578,29.664842313094578,0.0,lancet_ets,Lancet-like ETS baseline
宁夏,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,25.51294639342082,0.0,25.51294639342082,0.0,16.651113558278134,16.651113558278134,0.0,TA（°C）,1.4563861881516817,1.4563861881516817,0.0,48.49483968641171,48.49483968641171,0.0,lancet_ets,Lancet-like ETS baseline
安徽,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,19.923774906098103,0.0,19.923774906098103,0.0,0.39409082847862464,0.39409082847862464,0.0,TA（°C）,1.550274700029004,1.550274700029004,0.0,-21.22530456384885,-21.22530456384885,0.0,lancet_ets,Lancet-like ETS baseline
山东,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,26.049221862130043,0.0,26.049221862130043,0.0,66.69212283533625,66.69212283533625,0.0,TA（°C）,1.905396997449165,1.905396997449165,0.0,20.365719551595316,20.365719551595316,0.0,lancet_ets,Lancet-like ETS baseline
山西,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,29.552800061741905,0.0,29.552800061741905,0.0,31.23025230049783,31.23025230049783,0.0,TA（°C）,1.875571851384927,1.875571851384927,0.0,36.08507595798278,36.08507595798278,0.0,lancet_ets,Lancet-like ETS baseline
广东,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,30.227363841687712,0.0,30.227363841687712,0.0,-8.631537342966666,-8.631537342966666,0.0,TA（°C）,0.9705556516618655,0.9705556516618655,0.0,17.00657975310681,17.00657975310681,0.0,lancet_ets,Lancet-like ETS baseline
广西,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,30.42963585157488,0.0,30.42963585157488,0.0,6.445867726925684,6.445867726925684,0.0,TA（°C）,2.2632810128410634,2.2632810128410634,0.0,7.288420506286016,7.288420506286016,0.0,lancet_ets,Lancet-like ETS baseline
新疆,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,25.323679693872077,0.0,25.323679693872077,0.0,3.9681688680408773,3.9681688680408773,0.0,TA（°C）,2.941051456417414,2.941051456417414,0.0,57.514673175793874,57.514673175793874,0.0,lancet_ets,Lancet-like ETS baseline
江苏,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,24.48060382742358,0.0,24.48060382742358,0.0,65.94019129570692,65.94019129570692,0.0,TA（°C）,1.6582233845184673,1.6582233845184673,0.0,24.77655191255693,24.77655191255693,0.0,lancet_ets,Lancet-like ETS baseline
江西,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,29.672263369649695,0.0,29.672263369649695,0.0,52.036710167827735,52.036710167827735,0.0,TA（°C）,1.6536361897195344,1.6536361897195344,0.0,46.768596952979884,46.768596952979884,0.0,lancet_ets,Lancet-like ETS baseline
河北,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,28.61718234329627,0.0,28.61718234329627,0.0,82.19397863597658,82.19397863597658,0.0,TA（°C）,1.6888385267034949,1.6888385267034949,0.0,38.76365370563721,38.76365370563721,0.0,lancet_ets,Lancet-like ETS baseline
河南,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,20.759177746012945,0.0,20.759177746012945,0.0,130.78396645835275,130.78396645835275,0.0,TA（°C）,2.5944696915011694,2.5944696915011694,0.0,31.486217710380878,31.486217710380878,0.0,lancet_ets,Lancet-like ETS baseline
浙江,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,20.42076457436648,0.0,20.42076457436648,0.0,-14.404012986043568,-14.404012986043568,0.0,TA（°C）,1.193654729869327,1.193654729869327,0.0,23.25870146740567,23.25870146740567,0.0,lancet_ets,Lancet-like ETS baseline
海南,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,"Use ETS on the outcome itself as the future baseline, then add scenario deltas from future climate paths such as R1xday and supported temperature proxies.",baseline,27.212778743264707,0.0,27.212778743264707,0.0,67.50588193236415,67.50588193236415,0.0,TA（°C）,0.7579403403345113,0.7579403403345113,0.0,15.015436854802296,15.015436854802296,0.0,lancet_ets,Lancet-like ETS baseline
